Vin_V;Fsw_kHz;Vout_mean_V;Vout_max_steady_V;Vout_min_steady_V;Ripple_percent;Overshoot_percent;Static_error_V;Static_error_percent
297.0;181.0;30.73749732971192;31.01690101623535;30.41595458984375;1.9550923109054563;89.29837036132812;2.737497329711914;9.776776313781738
297.0;211.0;28.1109561920166;28.34114646911621;27.773754119873047;2.0184028148651123;58.929813385009766;0.1109561920166015;0.3962721228599548
255.0;196.0;25.1007080078125;25.31290054321289;24.80529022216797;2.0222949981689453;58.69516754150391;2.8992919921875;10.3546142578125
255.0;197.0;25.04465675354004;25.26756477355957;24.71086502075196;2.222828388214112;58.092529296875;2.955343246459961;10.554797172546388
255.0;181.0;26.26884078979492;26.49513816833496;25.988719940185547;1.927828550338745;61.96953582763672;1.731159210205078;6.182711601257324
255.0;182.0;26.174293518066406;26.395130157470703;25.88770866394043;1.938625454902649;62.56576156616211;1.8257064819335933;6.520380020141602
255.0;211.0;23.9969425201416;24.176204681396484;23.7338809967041;1.8432501554489136;35.2299690246582;4.003057479858398;14.296634674072266
270.0;196.0;26.628402709960938;26.846981048583984;26.323381423950195;1.9663200378417969;68.43731689453125;1.3715972900390625;4.898561954498291
270.0;197.0;26.55524063110352;26.7484188079834;26.237462997436523;1.9241241216659544;67.49323272705078;1.4447593688964844;5.159854888916016
270.0;181.0;27.85860824584961;28.101078033447266;27.550840377807617;1.9751081466674805;71.79986572265625;0.1413917541503906;0.5049705505371094
270.0;182.0;27.77774429321289;28.00990104675293;27.48516273498535;1.8890602588653564;71.9912109375;0.2222557067871093;0.793770432472229
270.0;211.0;25.476280212402344;25.690338134765625;25.17961883544922;2.004685401916504;43.538204193115234;2.523719787597656;9.01328468322754
285.0;196.0;28.166887283325195;28.38447952270508;27.865720748901367;1.841732621192932;78.07223510742188;0.1668872833251953;0.5960260033607483
285.0;197.0;28.093162536621094;28.31518745422364;27.742929458618164;2.037001132965088;77.54696655273438;0.0931625366210937;0.3327233493328094
285.0;181.0;29.457462310791016;29.691102981567383;29.15711212158203;1.812752366065979;81.67448425292969;1.4574623107910156;5.205222606658936
285.0;182.0;29.369272232055664;29.641372680664062;29.050928115844727;2.010416030883789;81.98609924316406;1.369272232055664;4.890257835388184
285.0;211.0;26.94329643249512;27.18109703063965;26.633804321289062;2.031275987625122;51.84788131713867;1.0567035675048828;3.7739415168762207
260.0;196.0;25.61589431762696;25.80437660217285;25.328388214111328;1.8581758737564087;62.21083450317383;2.384105682373047;8.514662742614746
260.0;197.0;25.54313468933105;25.714157104492188;25.26965713500977;1.7401936054229736;61.20363998413086;2.4568653106689453;8.774518966674805
260.0;181.0;26.796140670776367;27.01040840148925;26.52801513671875;1.800234079360962;65.3403549194336;1.2038593292236328;4.299497604370117
260.0;182.0;26.70703887939453;26.91985321044922;26.42846870422364;1.8399063348770144;65.50230407714844;1.2929611206054688;4.61771821975708
260.0;211.0;24.493452072143555;24.69089126586914;24.21312713623047;1.9505789279937744;37.98736953735352;3.5065479278564453;12.523386001586914
300.0;196.0;29.68303871154785;29.93203353881836;29.339956283569336;1.994665145874024;88.06138610839844;1.6830387115478516;6.010852336883545
300.0;197.0;29.613859176635746;29.841447830200195;29.282106399536133;1.8887827396392824;86.55799865722656;1.6138591766357422;5.763782978057861
300.0;181.0;31.064096450805664;31.32789802551269;30.71384048461914;1.976743578910828;91.40089416503906;3.064096450805664;10.943202018737791
300.0;182.0;30.962139129638672;31.21763610839844;30.6355209350586;1.88008713722229;91.92330169677734;2.962139129638672;10.579068183898926
300.0;211.0;28.40668296813965;28.65140914916992;28.0754451751709;2.0275650024414062;60.105735778808594;0.4066829681396484;1.4524391889572144
251.0;156.0;28.10434913635254;28.491708755493164;27.85030746459961;2.2822136878967285;41.88227081298828;0.104349136352539;0.3726754784584045
251.0;160.0;27.67576026916504;28.03102302551269;27.43538284301757;2.152209043502808;34.82040786743164;0.3242397308349609;1.157999038696289
251.0;176.0;26.223331451416016;26.455337524414062;25.96825218200684;1.857450246810913;55.52004623413086;1.7766685485839844;6.345244407653809
251.0;150.0;28.8255672454834;29.29513359069824;28.55400276184082;2.571088552474976;29.247119903564453;0.8255672454833984;2.9484543800354004
251.0;191.0;25.06175804138184;25.24446678161621;24.789833068847656;1.8140535354614256;59.30901718139648;2.938241958618164;10.49372100830078
251.0;199.0;24.482162475585938;24.686941146850582;24.20145797729492;1.983007788658142;53.16647338867188;3.5178375244140625;12.563705444335938
251.0;212.0;23.54812431335449;23.763097763061523;23.261035919189453;2.1320672035217285;31.335857391357425;4.451875686645508;15.899555206298828
268.0;156.0;30.063730239868164;30.487417221069336;29.808666229248047;2.257707118988037;51.78766250610352;2.063730239868164;7.370465278625488
268.0;176.0;28.058040618896484;28.302505493164062;27.79756736755371;1.7996201515197754;66.53055572509766;0.0580406188964843;0.2072879374027252
268.0;150.0;30.837257385253903;31.31811714172364;30.58845901489257;2.366157531738281;44.78934097290039;2.8372573852539062;10.133062362670898
268.0;191.0;26.82207489013672;27.014318466186523;26.52617645263672;1.819926261901856;70.30192565917969;1.1779251098632812;4.206875324249268
268.0;199.0;26.22614097595215;26.46500968933105;25.869747161865234;2.269729852676392;64.05941009521484;1.7738590240478516;6.335210800170898
268.0;212.0;25.217443466186523;25.45102882385254;24.87890815734864;2.268749713897705;40.77141571044922;2.782556533813477;9.937702178955078
243.0;160.0;26.76583480834961;27.103296279907227;26.52786636352539;2.149867296218872;31.03148651123047;1.2341651916503906;4.407732963562012
243.0;176.0;25.35738754272461;25.586742401123047;25.107051849365234;1.8917192220687864;50.81803131103516;2.64261245727539;9.437901496887209
243.0;150.0;27.89324188232422;28.3425521850586;27.64236831665039;2.510227680206299;24.410329818725582;0.1067581176757812;0.3812789916992187
243.0;191.0;24.238449096679688;24.436601638793945;23.943836212158203;2.0329906940460205;53.92766571044922;3.761550903320313;13.434110641479492
243.0;199.0;23.679895401000977;23.876611709594727;23.3984317779541;2.019349813461304;48.23654556274414;4.320104598999023;15.428945541381836
243.0;212.0;22.77231979370117;22.97566604614257;22.48663902282715;2.1474623680114746;26.32143783569336;5.227680206298828;18.670286178588867
281.0;176.0;29.4647274017334;29.720155715942383;29.193904876708984;1.7860366106033323;75.10806274414062;1.4647274017333984;5.2311692237854
281.0;150.0;32.38081359863281;32.88697814941406;32.11665725708008;2.3789424896240234;52.50660705566406;4.3808135986328125;15.645763397216797
281.0;191.0;28.1657772064209;28.38077735900879;27.870649337768555;1.8111625909805296;78.76476287841797;0.1657772064208984;0.592061460018158
281.0;199.0;27.5211124420166;27.742996215820312;27.197126388549805;1.983458399772644;72.08435821533203;0.4788875579833984;1.7103126049041748
281.0;212.0;26.476560592651367;26.693553924560547;26.15050506591797;2.0510549545288086;47.34537887573242;1.5234394073486328;5.440855026245117
299.0;156.0;33.64833068847656;34.10366439819336;33.365447998046875;2.1939167976379395;69.93951416015625;5.6483306884765625;20.17260932922364
299.0;176.0;31.40792465209961;31.702259063720703;31.09897804260254;1.9207924604415887;86.2620620727539;3.4079246520996094;12.171159744262695
299.0;150.0;34.50454330444336;35.047306060791016;34.19302749633789;2.475843667984009;62.448978424072266;6.504543304443359;23.230512619018555
299.0;191.0;30.026945114135746;30.247339248657227;29.71001625061035;1.7894694805145264;90.88875579833984;2.026945114135742;7.239089965820312
299.0;199.0;29.33937263488769;29.579816818237305;28.981834411621094;2.038156747817993;83.36500549316406;1.339372634887695;4.783473491668701
299.0;212.0;28.22628593444824;28.4558162689209;27.90892791748047;1.937514305114746;65.67476654052734;0.2262859344482422;0.8081640005111694
251.0;151.0;28.7081356048584;29.153282165527344;28.466142654418945;2.393535852432251;36.45955657958984;0.7081356048583984;2.5290558338165283
251.0;161.0;27.5604305267334;27.913768768310547;27.31293296813965;2.1800668239593506;36.8371696472168;0.4395694732666015;1.5698909759521484
251.0;171.0;26.63070106506348;26.89691925048828;26.36798477172852;1.9861830472946167;50.168270111083984;1.3692989349365234;4.890353202819824
251.0;201.0;24.31855201721192;24.554731369018555;24.014368057250977;2.2220208644866943;50.53355026245117;3.681447982788086;13.148029327392578
251.0;208.0;23.82718276977539;24.043325424194336;23.5238094329834;2.1803500652313232;38.834598541259766;4.172817230224609;14.902917861938477
268.0;151.0;30.707969665527344;31.177608489990234;30.45708274841309;2.3463802337646484;38.19026947021485;2.707969665527344;9.671319961547852
268.0;161.0;29.50055503845215;29.865869522094727;29.2401065826416;2.121190309524536;46.02244186401367;1.5005550384521484;5.359125137329102
268.0;171.0;28.488012313842773;28.76288414001465;28.225011825561523;1.8880654573440552;59.72166061401367;0.4880123138427734;1.742901086807251
268.0;201.0;26.0403060913086;26.272619247436523;25.718481063842773;2.128001928329468;61.53807067871094;1.9596939086914065;6.998907089233398
268.0;208.0;25.502073287963867;25.721315383911133;25.181894302368164;2.1152048110961914;48.56582260131836;2.497926712036133;8.92116641998291
243.0;151.0;27.75961685180664;28.186635971069336;27.5284481048584;2.3710262775421143;24.17910385131836;0.2403831481933593;0.858511209487915
243.0;161.0;26.666723251342773;27.015316009521484;26.410181045532227;2.2692513465881348;31.98913955688477;1.3332767486572266;4.761702537536621
243.0;171.0;25.7505111694336;26.00252914428711;25.507476806640625;1.9224951267242432;44.55432891845703;2.2494888305664062;8.033888816833496
243.0;201.0;23.53307342529297;23.737091064453125;23.22404289245605;2.180115461349488;45.71482849121094;4.466926574707031;15.953310012817385
243.0;208.0;23.028074264526367;23.23147964477539;22.757614135742188;2.0577731132507324;34.29853057861328;4.971925735473633;17.756877899169922
281.0;171.0;29.91617774963379;30.20939445495605;29.64901161193848;1.8731765747070312;67.88307189941406;1.916177749633789;6.843491554260254
281.0;201.0;27.34710693359375;27.585617065429688;26.97059631347656;2.248942613601685;69.33167266845703;0.65289306640625;2.331760883331299
281.0;208.0;26.77676773071289;26.995059967041016;26.432954788208008;2.0992271900177;55.94239807128906;1.2232322692871094;4.368686676025391
300.0;171.0;32.008358001708984;32.327369689941406;31.70659446716309;1.93941593170166;79.57616424560547;4.008358001708984;14.31556510925293
300.0;191.0;30.132230758666992;30.366596221923828;29.79764938354492;1.888166904449463;91.38360595703124;2.132230758666992;7.615109443664551
300.0;201.0;29.26212310791016;29.513776779174805;28.88206672668457;2.15879774093628;81.4417724609375;1.2621231079101562;4.507582664489746
267.73;165.09;29.21840476989746;29.575380325317383;28.815433502197266;2.600918292999268;5.626358509063721;1.218404769897461;4.35144567489624
296.28;207.23;28.133808135986328;28.42911720275879;27.69143295288086;2.622056245803833;1.532561421394348;0.1338081359863281;0.4778861999511719
246.83;147.57;28.75381088256836;29.28734016418457;28.40246963500977;3.0774025917053223;4.5976433753967285;0.7538108825683594;2.6921818256378174
266.08;177.63;27.82333946228028;28.150785446166992;27.37131690979004;2.8014917373657227;0.5385194420814514;-0.1766605377197265;0.630930483341217
293.05;203.5;28.168434143066406;28.46697998046875;27.742713928222656;2.571197509765625;1.66778564453125;0.1684341430664062;0.6015505194664001
253.72;157.65;28.392333984375;28.809913635253903;28.02664566040039;2.75873064994812;2.8925487995147705;0.392333984375;1.4011927843093872
264.34;166.23;28.734107971191406;29.086502075195312;28.349550247192383;2.5647284984588623;3.880364418029785;0.7341079711914062;2.621814250946045
290.5;211.08;27.22655487060547;27.505102157592773;26.834171295166016;2.464251756668091;0.0;-0.7734451293945312;2.7623040676116943
286.01;189.08;28.850971221923828;29.182411193847656;28.371320724487305;2.8113107681274414;4.222897052764893;0.8509712219238281;3.0391829013824463
281.28;204.96;26.84971046447754;27.160614013671875;26.42098617553711;2.7546956539154053;0.0;-1.150289535522461;4.108176708221436
287.71;196.35;28.31575965881348;28.63276100158692;27.89621353149414;2.601192712783813;2.259860754013061;0.3157596588134765;1.1277130842208862
289.32;210.6;27.15703010559082;27.43476867675781;26.76816368103028;2.454631328582764;0.0;-0.8429698944091797;3.0106067657470703
285.22;205.59;27.21012115478516;27.4998836517334;26.79315185546875;2.5973122119903564;0.0;-0.7898788452148438;2.820995807647705
294.99;205.96;28.129535675048828;28.42205238342285;27.718839645385746;2.499908685684204;1.5073299407958984;0.1295356750488281;0.4626274108886719
281.02;192.61;27.991039276123047;28.290382385253903;27.559850692749023;2.609876871109009;1.037079930305481;-0.0089607238769531;0.0320025868713855
264.68;173.02;28.143075942993164;28.46908950805664;27.703065872192383;2.7218902111053467;1.6753196716308594;0.143075942993164;0.5109854936599731
280.1;196.84;27.50279235839844;27.79615592956543;27.099151611328125;2.534303903579712;0.0;-0.4972076416015625;1.7757415771484375
295.96;213.39;27.536340713500977;27.84250259399414;27.09541130065918;2.7131102085113525;0.0;-0.4636592864990234;1.655925989151001
261.9;170.65;28.05967140197754;28.38762283325196;27.643386840820312;2.6523332595825195;1.3843672275543213;0.059671401977539;0.2131121456623077
281.8;181.26;29.164451599121094;29.523042678833008;28.631078720092773;3.058394432067871;5.439438343048096;1.1644515991210938;4.158755779266357
282.03;198.02;27.56472969055176;27.894800186157227;27.09440040588379;2.903709888458252;0.0;-0.4352703094482422;1.5545368194580078
276.38;176.67;29.06331253051757;29.40518569946289;28.61594581604004;2.715588092803955;5.018520355224609;1.063312530517578;3.7975449562072754
272.71;195.36;26.87485313415528;27.17201232910156;26.42698097229004;2.772224903106689;0.0;-1.1251468658447266;4.018381595611572
280.98;189.55;28.28236961364746;28.586971282958984;27.80105972290039;2.778803825378418;2.0963261127471924;0.2823696136474609;1.008462905883789
240.17;148.74;27.82720375061035;28.3095817565918;27.47398567199707;3.002802848815918;1.1056491136550903;-0.1727962493896484;0.6171294450759888
289.28;205.75;27.58955955505371;27.882869720458984;27.164770126342773;2.602794647216797;0.0;-0.410440444946289;1.4658586978912354
287.47;208.74;27.14373588562012;27.43059730529785;26.746625900268555;2.519813060760498;0.0;-0.8562641143798828;3.0580861568450928
269.92;165.5;29.40779685974121;29.747703552246094;29.025171279907227;2.4569413661956787;6.241798400878906;1.407796859741211;5.027845859527588
284.48;203.84;27.28224754333496;27.58008003234864;26.84179878234864;2.7060866355896;0.0;-0.7177524566650391;2.563401699066162
258.2;164.25;28.22810935974121;28.577974319458008;27.84091567993164;2.611080408096313;2.0641939640045166;0.2281093597412109;0.8146762847900391
250.02;166.63;27.09590721130371;27.41251945495605;26.73763084411621;2.4907400608062744;0.0;-0.9040927886962892;3.228902816772461
268.53;172.32;28.638362884521484;28.95932388305664;28.21153450012207;2.611145734786988;3.426156520843506;0.6383628845214844;2.27986741065979
261.18;153.01;29.79294204711914;30.250158309936523;29.408599853515625;2.824690818786621;8.036279678344727;1.7929420471191406;6.403364181518555
266.96;175.44;28.176204681396484;28.48396682739257;27.75381660461425;2.591371774673462;1.7284529209136963;0.1762046813964843;0.629302442073822
279.71;180.05;29.06382179260254;29.44256591796875;28.569061279296875;3.0054707527160645;5.1520209312438965;1.063821792602539;3.799363613128662
265.98;166.74;28.870437622070312;29.204721450805664;28.48592758178711;2.489722967147827;4.302576541900635;0.8704376220703125;3.108705759048462
259.77;153.18;29.59374618530273;30.05601119995117;29.22467422485352;2.80916428565979;7.342897415161133;1.5937461853027344;5.691950798034668
250.95;148.19;29.173185348510746;29.685203552246094;28.797325134277344;3.0434744358062744;6.018584251403809;1.1731853485107422;4.189947605133057
280.37;190.92;28.084510803222656;28.402305603027344;27.59379005432129;2.87886643409729;1.4368057250976562;0.0845108032226562;0.3018243014812469
260.8;168.47;28.15063095092773;28.477649688720703;27.754478454589844;2.568934202194214;1.7058918476104736;0.1506309509277343;0.5379676818847656
265.23;184.03;27.152734756469727;27.48857307434082;26.70769119262696;2.8758866786956787;0.0;-0.8472652435302734;3.025947332382202
258.71;147.12;30.255765914916992;30.78210830688477;29.849231719970703;3.083301782608032;9.936100959777832;2.255765914916992;8.056306838989258
270.31;190.39;27.085176467895508;27.41653633117676;26.628416061401367;2.9097845554351807;0.0;-0.9148235321044922;3.2672266960144043
256.88;154.73;29.07579231262207;29.51773834228516;28.710851669311523;2.7751150131225586;5.420494079589844;1.0757923126220703;3.84211540222168
277.7;173.35;29.511831283569336;29.87406349182129;29.059669494628903;2.759550809860229;6.693083763122559;1.511831283569336;5.399397373199463
252.08;167.6;27.23738479614257;27.569435119628903;26.879106521606445;2.534489393234253;0.0;-0.7626152038574219;2.723625659942627
288.32;208.98;27.20408058166504;27.49203491210937;26.8154239654541;2.4871671199798584;0.0;-0.7959194183349609;2.842569351196289
243.99;150.11;28.100324630737305;28.568693161010746;27.74658203125;2.925628662109375;2.031047105789185;0.1003246307373046;0.3583022654056549
281.05;203.44;26.988698959350582;27.31488800048828;26.54574012756348;2.849888563156128;0.0;-1.011301040649414;3.6117892265319824
282.9;200.77;27.415016174316406;27.703218460083008;27.004255294799805;2.54956316947937;0.0;-0.5849838256835938;2.0892279148101807
253.58;152.22;28.988019943237305;29.436119079589844;28.623016357421875;2.8049612045288086;5.128996849060059;0.9880199432373048;3.5286426544189453
271.98;183.33;27.917787551879883;28.26887893676757;27.453786849975582;2.9196155071258545;0.9602819681167604;-0.0822124481201171;0.2936158776283264
272.26;184.87;27.806270599365234;28.16139411926269;27.35371971130371;2.904648542404175;0.5764075517654419;-0.1937294006347656;0.6918907165527344
249.57;167.46;26.97082901000977;27.29960060119629;26.606428146362305;2.570081949234009;0.0;-1.0291709899902344;3.6756105422973633
295.76;200.62;28.697717666625977;29.03860664367676;28.21288299560547;2.877314805984497;3.709309577941896;0.6977176666259766;2.4918487071990967
288.38;191.7;28.82750129699707;29.16034889221192;28.350868225097656;2.8080153465271;4.144103050231934;0.8275012969970703;2.955361843109131
298.12;210.76;27.989246368408203;28.28485107421875;27.55712890625;2.600006341934204;1.0173252820968628;-0.0107536315917968;0.0384058281779289
243.18;147.46;28.328516006469727;28.82188415527344;27.9686222076416;3.0120248794555664;2.935300588607788;0.3285160064697265;1.173271417617798
286.72;207.02;27.230430603027344;27.51132202148437;26.821674346923828;2.5326359272003174;0.0;-0.7695693969726562;2.748462200164795
287.58;187.8;29.12721443176269;29.483945846557617;28.653244018554688;2.851978302001953;5.299806594848633;1.127214431762695;4.025765895843506
241.04;151.79;27.56705093383789;28.01009750366211;27.226537704467773;2.8423781394958496;0.0360625125467777;-0.4329490661621094;1.5462466478347778
288.35;208.66;27.231170654296875;27.52381706237793;26.80252456665039;2.648775339126587;0.0;-0.768829345703125;2.745819091796875
295.53;209.49;27.85678100585937;28.144256591796875;27.448352813720703;2.4981486797332764;0.5152021050453186;-0.143218994140625;0.5114964246749878
263.55;162.75;28.981246948242188;29.34708595275879;28.605504989624023;2.5588302612304688;4.811021327972412;0.9812469482421876;3.504453182220459
247.91;154.1;28.116071701049805;28.539182662963867;27.755268096923828;2.788136959075928;1.925652265548706;0.1160717010498046;0.4145417809486389
290.6;211.51;27.19229888916016;27.485456466674805;26.798110961914062;2.5277211666107178;0.0;-0.8077011108398438;2.8846468925476074
266.65;183.86;27.31876945495605;27.64278030395508;26.87067985534668;2.826263666152954;0.0;-0.6812305450439453;2.4329662322998047
298.84;207.04;28.41131591796875;28.695587158203125;27.98428535461425;2.5035862922668457;2.4842398166656494;0.41131591796875;1.4689854383468628
260.93;149.41;30.20457649230957;30.716472625732425;29.815711975097656;2.982199192047119;9.701687812805176;2.2045764923095703;7.87348747253418
241.21;156.35;27.09015274047852;27.50843620300293;26.73404884338379;2.8585565090179443;0.0;-0.9098472595214844;3.249454498291016
262.21;161.4;28.94707679748535;29.351655960083008;28.58523368835449;2.647667169570923;4.827342510223389;0.9470767974853516;3.3824172019958496
275.38;191.77;27.48495864868164;27.821531295776367;27.01945686340332;2.9182302951812744;0.0;-0.5150413513183594;1.8394334316253664
268.88;184.08;27.54717063903809;27.87101173400879;27.09174919128418;2.828829765319824;0.0;-0.452829360961914;1.6172478199005127
272.76;180.9;28.210018157958984;28.573226928710938;27.756532669067383;2.895050525665283;2.047239065170288;0.2100181579589843;0.7500648498535156
240.31;154.17;27.22176551818848;27.62941169738769;26.879365921020508;2.755316257476806;0.0;-0.7782344818115234;2.7794089317321777
266.02;186.08;27.050228118896484;27.35141372680664;26.63193321228028;2.659794807434082;0.0;-0.9497718811035156;3.392042636871338
279.75;194.01;27.72964859008789;28.03661346435547;27.257862091064453;2.80837082862854;0.130762368440628;-0.2703514099121094;0.9655407667160034
255.96;169.46;27.522157669067383;27.82568359375;27.142961502075195;2.4806270599365234;0.0;-0.4778423309326172;1.7065796852111816
276.46;172.12;29.54512405395508;29.87507438659668;29.11186981201172;2.5831828117370605;6.696694374084473;1.545124053955078;5.51830005645752
291.42;192.0;29.112791061401367;29.48838424682617;28.59641456604004;3.0638411045074463;5.315658092498779;1.1127910614013672;3.974253654479981
280.1;192.05;27.942657470703125;28.2874755859375;27.47200965881348;2.9183549880981445;1.0266984701156616;-0.057342529296875;0.2047947347164154
290.0;190.31;29.15523910522461;29.48809814453125;28.71198272705078;2.6620101928710938;5.31463623046875;1.1552391052246094;4.125854015350342
267.61;165.24;29.18948173522949;29.542375564575195;28.798376083374023;2.548861503601074;5.508484363555908;1.1894817352294922;4.248148918151856
267.23;184.2;27.33254623413086;27.653038024902344;26.908620834350582;2.7235560417175293;0.0;-0.6674537658691406;2.383763551712036
257.35;155.48;29.052045822143555;29.477428436279297;28.68791389465332;2.7175867557525635;5.2765302658081055;1.052045822143555;3.7573065757751465
265.76;170.55;28.50993728637696;28.8232364654541;28.093616485595703;2.559177875518799;2.9401302337646484;0.5099372863769531;1.821204662322998
256.52;163.33;28.12628746032715;28.48750877380371;27.7617244720459;2.5804481506347656;1.741102695465088;0.1262874603271484;0.4510266184806824
299.56;214.87;27.749679565429688;28.05129051208496;27.342493057250977;2.554254531860352;0.1831804066896438;-0.2503204345703125;0.8940016031265259
247.03;148.15;28.70757102966309;29.195629119873047;28.34738540649414;2.954773664474488;4.270103931427002;0.7075710296630859;2.527039289474488
275.67;185.47;28.11640357971192;28.42717933654785;27.62285423278809;2.860697031021118;1.5256404876708984;0.116403579711914;0.4157270789146423
284.93;199.38;27.738788604736328;28.06241035461425;27.279525756835938;2.822345972061157;0.2228941321372985;-0.2612113952636719;0.9328978061676024
240.38;161.92;26.420143127441406;26.769487380981445;26.0831298828125;2.5978569984436035;0.0;-1.5798568725585938;5.642345905303955
251.19;162.49;27.613344192504883;27.97176551818848;27.248851776123047;2.6179869174957275;0.0;-0.3866558074951172;1.3809136152267456
243.43;151.45;27.87300682067871;28.341535568237305;27.52305221557617;2.9364731311798096;1.219769835472107;-0.126993179321289;0.4535470604896545
292.24;203.19;28.09382057189941;28.434717178344727;27.614967346191406;2.917900800704956;1.5525614023208618;0.093820571899414;0.3350734710693359
246.14;159.32;27.347076416015625;27.720535278320312;26.99368476867676;2.6578729152679443;0.0;-0.652923583984375;2.331869840621948
253.68;148.65;29.44226837158203;29.951902389526367;29.055030822753903;3.046203851699829;6.9710798263549805;1.4422683715820312;5.15095853805542
259.28;171.34;27.71312713623047;28.0489444732666;27.29162979125977;2.7326929569244385;0.1748016923666;-0.2868728637695312;1.0245459079742432
265.09;162.92;29.132692337036133;29.49916648864746;28.754684448242188;2.5554866790771484;5.354166030883789;1.1326923370361328;4.045329570770264
269.35;186.66;27.32802391052246;27.68197059631348;26.86045455932617;3.0061304569244385;0.0;-0.6719760894775391;2.399914503097534
276.09;178.59;28.817428588867188;29.17081069946289;28.35448837280273;2.8327383995056152;4.181466579437256;0.8174285888671875;2.9193878173828125
288.83;216.25;26.62102508544922;26.907054901123047;26.230186462402344;2.542608499526977;0.0;-1.3789749145507812;4.924910545349121
244.33;150.06;28.14642143249512;28.626522064208984;27.79355239868164;2.959415912628174;2.237578868865967;0.1464214324951172;0.5229336619377136
261.27;149.17;30.273754119873047;30.78495216369629;29.88036155700684;2.9880356788635254;9.94625759124756;2.273754119873047;8.120550155639648
262.47;162.47;28.890989303588867;29.25676155090332;28.5067081451416;2.5961499214172363;4.488434314727783;0.8909893035888672;3.182104587554932
264.49;163.7;29.005428314208984;29.35667991638184;28.60742950439453;2.5831387042999268;4.845285415649414;1.0054283142089844;3.590815544128418
270.78;171.77;28.94878578186035;29.27467155456543;28.5344352722168;2.5570547580718994;4.552398204803467;0.9487857818603516;3.3885207176208496
258.82;147.37;30.214818954467773;30.74343490600586;29.818510055541992;3.0611629486083984;9.797982215881348;2.214818954467773;7.910067558288574
278.91;191.96;27.81637191772461;28.145790100097656;27.37835121154785;2.758946895599365;0.5206789374351501;-0.1836280822753906;0.6558145880699158
280.59;192.06;28.003448486328125;28.33566665649414;27.518798828125;2.9170258045196533;1.1988095045089722;0.003448486328125;0.0123160220682621
281.68;188.95;28.394004821777344;28.733341217041016;27.89548110961914;2.950834512710572;2.6190757751464844;0.3940048217773437;1.4071600437164309
251.39;153.71;28.55855369567871;28.999435424804688;28.189815521240234;2.834947109222412;3.5694122314453125;0.5585536956787109;1.9948346614837649
243.75;159.5;27.069244384765625;27.43863868713379;26.7224178314209;2.6458842754364014;0.0;-0.930755615234375;3.324127197265625
294.27;216.39;27.117305755615234;27.394147872924805;26.71949577331543;2.487902402877808;0.0;-0.8826942443847656;3.152479648590088
271.25;195.21;26.75281143188477;27.067947387695312;26.32697105407715;2.769713878631592;0.0;-1.2471885681152344;4.454245090484619
253.88;157.32;28.464733123779297;28.87104225158692;28.097925186157227;2.716052293777466;3.1108651161193848;0.4647331237792969;1.6597611904144287
298.3;200.64;28.95387077331543;29.28344917297364;28.48950958251953;2.742084503173828;4.583746910095215;0.9538707733154296;3.406681537628174
271.13;169.4;29.20309829711914;29.55501365661621;28.78809356689453;2.626159906387329;5.553620338439941;1.2030982971191406;4.296779632568359
275.34;194.95;27.18171501159668;27.504209518432617;26.74249267578125;2.8023135662078857;0.0;-0.8182849884033203;2.9224464893341064
282.55;201.03;27.370166778564453;27.66666030883789;26.96146774291992;2.576500654220581;0.0;-0.6298332214355469;2.2494044303894043
272.42;196.05;26.77184295654297;27.07731437683105;26.32109832763672;2.824669361114502;0.0;-1.2281570434570312;4.386275291442871
258.81;151.51;29.682418823242188;30.17187118530273;29.31117820739746;2.899672746658325;7.756682395935059;1.6824188232421875;6.008638858795166
292.94;211.8;27.3875732421875;27.674560546875;26.983686447143555;2.5225822925567627;0.0;-0.6124267578125;2.1872384548187256
278.33;179.16;29.00462532043457;29.33557510375977;28.53539085388184;2.7588160037994385;4.769911289215088;1.0046253204345703;3.587947368621826
285.02;191.06;28.55240249633789;28.870437622070312;28.108551025390625;2.66838002204895;3.108705759048462;0.5524024963378906;1.9728660583496087
271.58;185.1;27.72871780395508;28.03255271911621;27.24738502502441;2.831604719161988;0.1162597090005874;-0.2712821960449219;0.9688650369644164
280.58;184.8;28.69967460632324;29.03204345703125;28.25086975097656;2.721890449523926;3.685869693756104;0.6996746063232422;2.498837947845459
270.95;191.12;27.09188270568848;27.40825653076172;26.64595413208008;2.8137667179107666;0.0;-0.9081172943115234;3.2432761192321777
256.36;155.12;28.99946022033692;29.418243408203125;28.626314163208008;2.730841398239136;5.065155029296875;0.999460220336914;3.5695009231567383
247.76;148.0;28.791154861450195;29.30238342285156;28.436792373657227;3.0064477920532227;4.651369571685791;0.7911548614501953;2.8255531787872314
298.81;203.26;28.76768112182617;29.07685089111328;28.328277587890625;2.60213303565979;3.845896244049072;0.7676811218261719;2.741718292236328
278.16;184.14;28.49532699584961;28.8374252319336;28.019399642944336;2.870735883712769;2.990804433822632;0.4953269958496094;1.7690250873565674
245.97;160.94;27.16889190673828;27.51895904541016;26.81965446472168;2.573916435241699;0.0;-0.8311080932617188;2.96824312210083
273.86;191.61;27.34827423095703;27.66144180297852;26.922237396240234;2.7029287815093994;0.0;-0.6517257690429688;2.327592134475708
256.79;156.79;28.85302925109864;29.26627922058105;28.46796607971192;2.7668259143829346;4.522425651550293;0.8530292510986328;3.0465331077575684
