Vin_V;Fsw_kHz;Vout_mean_V;Vout_max_steady_V;Vout_min_steady_V;Ripple_percent;Overshoot_percent;Static_error_V;Static_error_percent
257.0;213.0;24.05452346801757;24.249135971069336;23.766420364379883;2.006756067276001;32.32114028930664;3.945476531982422;14.090988159179688
287.0;151.0;32.937931060791016;33.44279479980469;32.67433166503906;2.333064317703247;56.930702209472656;4.937931060791016;17.635467529296875
287.0;171.0;30.57584953308105;30.875307083129883;30.29958915710449;1.8829172849655151;71.74363708496094;2.5758495330810547;9.199462890625
287.0;182.0;29.580528259277344;29.827512741088867;29.27394294738769;1.871399164199829;83.40444946289062;1.5805282592773438;5.644743919372559
287.0;186.0;29.22284698486328;29.48820686340332;28.89968681335449;2.013903856277466;84.53498840332031;1.2228469848632812;4.367310523986816
287.0;213.0;26.9824333190918;27.230710983276367;26.65007209777832;2.151914596557617;48.17989730834961;1.0175666809082031;3.634166717529297
267.0;151.0;30.593402862548828;31.08783912658692;30.316198348999023;2.522245645523072;45.485633850097656;2.593402862548828;9.262152671813965
267.0;171.0;28.386404037475582;28.66085624694824;28.123937606811523;1.8914642333984373;59.05781936645508;0.3864040374755859;1.380014419555664
267.0;182.0;27.45736694335937;27.685009002685547;27.16807746887207;1.8826696872711184;70.15351104736328;0.542633056640625;1.9379751682281487
267.0;186.0;27.12661933898925;27.347919464111328;26.83666038513184;1.8847135305404663;71.2470474243164;0.8733806610107422;3.1192166805267334
267.0;213.0;25.043289184570312;25.25737953186035;24.742700576782227;2.05515718460083;37.524810791015625;2.9567108154296875;10.55968189239502
277.0;151.0;31.76496696472168;32.24681091308594;31.500844955444336;2.3483920097351074;51.12660598754883;3.76496696472168;13.44631004333496
277.0;160.0;30.633045196533203;31.030759811401367;30.34963607788086;2.2234933376312256;49.54695129394531;2.633045196533203;9.403733253479004
277.0;171.0;29.485811233520508;29.770523071289062;29.20949935913086;1.9026905298233032;65.103271484375;1.4858112335205078;5.306468486785889
277.0;182.0;28.51825523376465;28.76375961303711;28.2114200592041;1.9367929697036743;76.64127349853516;0.5182552337646484;1.8509116172790527
277.0;186.0;28.16562843322754;28.375707626342773;27.87429618835449;1.7802245616912842;77.72742462158203;0.165628433227539;0.5915301442146301
277.0;213.0;26.007583618164062;26.255231857299805;25.692663192749023;2.1630947589874268;49.58621597290039;1.9924163818359373;7.1157732009887695
297.0;171.0;31.67330741882324;31.97954750061035;31.37319564819336;1.9143939018249512;77.84323120117188;3.673307418823242;13.118955612182615
297.0;182.0;30.64444923400879;30.896923065185547;30.30518913269043;1.930966019630432;89.97259521484375;2.644449234008789;9.444461822509766
297.0;186.0;30.261137008666992;30.5078067779541;29.922935485839844;1.9327472448349;90.63580322265624;2.261137008666992;8.075489044189453
297.0;213.0;27.950756072998047;28.205604553222656;27.615503311157227;2.111217498779297;63.45270919799805;0.0492439270019531;0.1758711636066436
242.5;155.0;27.223234176635746;27.617271423339844;26.99651336669922;2.2802510261535645;26.402664184570312;0.7767658233642578;2.774163722991944
242.5;164.0;26.319589614868164;26.63381767272949;26.060991287231445;2.17642593383789;35.38644027709961;1.680410385131836;6.001465797424316
242.5;195.0;23.897974014282227;24.072921752929688;23.65291213989257;1.7575112581253052;51.85581970214844;4.102025985717773;14.65009307861328
242.5;170.0;25.76967430114746;26.036130905151367;25.53070831298828;1.9613076448440552;42.902305603027344;2.230325698852539;7.965449333190918
242.5;180.0;25.007020950317383;25.21581649780273;24.744617462158203;1.884266972541809;53.408729553222656;2.992979049682617;10.689210891723633
242.5;205.0;23.201047897338867;23.410932540893555;22.89554023742676;2.2214181423187256;39.10371398925781;4.798952102661133;17.139114379882812
252.0;164.0;27.38384246826172;27.69565391540528;27.12719345092773;2.075897455215454;40.48155212402344;0.6161575317382812;2.2005627155303955
252.0;195.0;24.865354537963867;25.05099296569824;24.58840751647949;1.8603613376617432;57.69728469848633;3.134645462036133;11.195162773132324
252.0;170.0;26.819089889526367;27.08247947692871;26.574499130249023;1.894099831581116;48.39947509765625;1.1809101104736328;4.217535972595215
252.0;180.0;26.02389907836914;26.25346946716309;25.74261283874512;1.963028907775879;59.48130416870117;1.97610092163086;7.057503700256348
252.0;205.0;24.127748489379883;24.33479690551757;23.85592269897461;1.984744668006897;44.937774658203125;3.872251510620117;13.829469680786133
283.0;195.0;28.03912734985352;28.25602912902832;27.732852935791016;1.8658790588378904;77.72785186767578;0.0391273498535156;0.1397405415773391
283.0;170.0;30.228281021118164;30.56040000915528;29.92462730407715;2.103238105773926;67.41393280029297;2.228281021118164;7.958146095275879
283.0;180.0;29.33038711547852;29.605749130249023;29.00268173217773;2.0561180114746094;80.67242431640625;1.3303871154785156;4.751382350921631
283.0;205.0;27.205081939697266;27.43703842163086;26.87053871154785;2.0823304653167725;63.66946029663086;0.7949180603027344;2.8389930725097656
262.5;155.0;29.55566024780273;29.969144821166992;29.29324531555176;2.286869764328003;47.45592498779297;1.5556602478027344;5.555929660797119
262.5;195.0;25.937440872192383;26.151824951171875;25.61747360229492;2.060154438018799;64.4735336303711;2.062559127807617;7.36628246307373
